código;descrição
01;PORTUARI;;
02;CENTRO;;
03;RIO COMP;;
04;BOTAFOGO;;
05;COPACABA;;
06;LAGOA;;
07;S CRISTO;;
08;TIJUCA;;
09;V ISABEL;;
10;RAMOS;;
11;PENHA;;
12;INHAUMA;;
13;MEIER;;
14;IRAJA;;
15;MADUREI;;
16;JACAREPA;;
17;BANGU;;
18;C GRANDE;;
19;STA CRUZ;;
20;ILHA GOV;;
21;PAQUETA;;
22;ANCHIETA;;
23;STA TERE;;
24;BARRA;;
25;PAVUNA;;
26;GUARATIB;;
27;ROCINHA;;
28;MARE;;
29;V GERAL;;
30;REALENGO;;
31;C DEUS;;
99;OUTROS RIO;;
