código;descrição
01;ALTO JACUI;;
02;BOTUCARAI;;
03;CAMPANHA;;
04;CENTRAL;;
05;CENTRO SUL;;
06;FRONT NOR;;
07;FRONT OESTE;;
08;HORTENSIAS;;
09;JACUI CENTRO;;
10;LITORAL;;
11;MED ALTO URU;;
12;MT DEL JACUI;;
13;MISSOES;;
14;NORDESTE;;
15;NOR COLONIAL;;
16;NORTE;;
17;PAR ENC SERR;;
18;PRODUCAO;;
19;SERRA;;
20;SUL;;
21;VALE DO CAI;;
22;VL RIO SINOS;;
23;VL RIO PARDO;;
24;VL TAQUARI;;
99;OUTROS Municípios Fora do Rio Grande do Sul;;
