código;descrição
01;ABATIA;;
02;APUCARANA;;
03;CAMBARA;;
04;CAMPO MOURAO;;
05;CASCAVEL;;
06;CASTRO;;
07;CURITIBA;;
08;FOZ IGUACU;;
09;FRAN BELTRAO;;
10;GUARAPUAVA;;
11;IMBITUVA;;
12;LONDRINA;;
13;MARINGA;;
14;PARANAGUA;;
15;PARANAVAI;;
16;PATO BRANCO;;
17;PONTA GROSSA;;
18;TOLEDO;;
19;U VITORIA;;
20;UMUARAMA;;
99;OUTROS;;
