código;descrição
01;ALTO JACUI;;
02;CAMPANHA;;
03;CENTRAL;;
04;CENTRO SUL;;
05;FRONT NOR;;
06;FRONT OESTE;;
07;HORTENSIAS;;
08;LITORAL;;
09;MED ALTO URU;;
10;MISSOES;;
11;MT DEL JACUI;;
12;NOR COLONIAL;;
13;NORDESTE;;
14;NORTE;;
15;PAR ENC SERR;;
16;PRODUCAO;;
17;SERRA;;
18;SUL;;
19;VALE DO CAI;;
20;VL RIO PARDO;;
21;VL RIO SINOS;;
22;VL TAQUARI;;
